Race,Percentage,Sch_Div
Hispanic,2.91005291,Amherst Middle Amherst County Public Schools
American Indian or Alaska Native,0.529100529,Amherst Middle Amherst County Public Schools
Asian,0.264550265,Amherst Middle Amherst County Public Schools
"White, not of Hispanic origin",62.34939759,Central Elementary Amherst County Public Schools
"Black, not of Hispanic origin",16.56626506,Central Elementary Amherst County Public Schools
"Non-Hispanic, two or more races",12.04819277,Central Elementary Amherst County Public Schools
Hispanic,6.927710843,Central Elementary Amherst County Public Schools
American Indian or Alaska Native,1.506024096,Central Elementary Amherst County Public Schools
Asian,0.602409639,Central Elementary Amherst County Public Schools
"White, not of Hispanic origin",79.70588235,Elon Elementary Amherst County Public Schools
"Black, not of Hispanic origin",9.411764706,Elon Elementary Amherst County Public Schools
"Non-Hispanic, two or more races",6.470588235,Elon Elementary Amherst County Public Schools
Hispanic,2.941176471,Elon Elementary Amherst County Public Schools
American Indian or Alaska Native,1.176470588,Elon Elementary Amherst County Public Schools
Asian,0.294117647,Elon Elementary Amherst County Public Schools
"White, not of Hispanic origin",48.81889764,Madison Heights Elementary Amherst County Public Schools
"Black, not of Hispanic origin",28.87139108,Madison Heights Elementary Amherst County Public Schools
"Non-Hispanic, two or more races",13.64829396,Madison Heights Elementary Amherst County Public Schools
Hispanic,7.086614173,Madison Heights Elementary Amherst County Public Schools
American Indian or Alaska Native,1.57480315,Madison Heights Elementary Amherst County Public Schools
"White, not of Hispanic origin",60.89285714,Monelison Middle Amherst County Public Schools
"Black, not of Hispanic origin",20.89285714,Monelison Middle Amherst County Public Schools
"Non-Hispanic, two or more races",11.25,Monelison Middle Amherst County Public Schools
Hispanic,5,Monelison Middle Amherst County Public Schools
American Indian or Alaska Native,1.428571429,Monelison Middle Amherst County Public Schools
Asian,0.535714286,Monelison Middle Amherst County Public Schools
"White, not of Hispanic origin",77.89473684,Temperance Elementary Amherst County Public Schools
"Black, not of Hispanic origin",14.73684211,Temperance Elementary Amherst County Public Schools
"Non-Hispanic, two or more races",4.210526316,Temperance Elementary Amherst County Public Schools
Hispanic,3.157894737,Temperance Elementary Amherst County Public Schools
"White, not of Hispanic origin",68.3908046,Appomattox County High Appomattox County Public Schools
"Black, not of Hispanic origin",20.54597701,Appomattox County High Appomattox County Public Schools
"Non-Hispanic, two or more races",7.614942529,Appomattox County High Appomattox County Public Schools
Hispanic,3.448275862,Appomattox County High Appomattox County Public Schools
"White, not of Hispanic origin",68.46307385,Appomattox Elementary Appomattox County Public Schools
"Black, not of Hispanic origin",18.36327345,Appomattox Elementary Appomattox County Public Schools
"Non-Hispanic, two or more races",7.984031936,Appomattox Elementary Appomattox County Public Schools
Hispanic,4.590818363,Appomattox Elementary Appomattox County Public Schools
Asian,0.399201597,Appomattox Elementary Appomattox County Public Schools
American Indian or Alaska Native,0.199600798,Appomattox Elementary Appomattox County Public Schools
"White, not of Hispanic origin",64.27255985,Appomattox Middle Appomattox County Public Schools
"Black, not of Hispanic origin",20.99447514,Appomattox Middle Appomattox County Public Schools
"Non-Hispanic, two or more races",11.04972376,Appomattox Middle Appomattox County Public Schools
Hispanic,3.49907919,Appomattox Middle Appomattox County Public Schools
Asian,0.184162063,Appomattox Middle Appomattox County Public Schools
"White, not of Hispanic origin",62.04013378,Appomattox Primary Appomattox County Public Schools
"Black, not of Hispanic origin",23.41137124,Appomattox Primary Appomattox County Public Schools
"Non-Hispanic, two or more races",9.866220736,Appomattox Primary Appomattox County Public Schools
Hispanic,4.347826087,Appomattox Primary Appomattox County Public Schools
Asian,0.334448161,Appomattox Primary Appomattox County Public Schools
"White, not of Hispanic origin",34.84419263,Abingdon Elementary Arlington County Public Schools
Hispanic,34.70254958,Abingdon Elementary Arlington County Public Schools
"Black, not of Hispanic origin",14.44759207,Abingdon Elementary Arlington County Public Schools
Asian,8.781869688,Abingdon Elementary Arlington County Public Schools
"Non-Hispanic, two or more races",6.798866856,Abingdon Elementary Arlington County Public Schools
American Indian or Alaska Native,0.424929178,Abingdon Elementary Arlington County Public Schools
"White, not of Hispanic origin",40.06849315,Alice West Fleet Elementary Arlington County Public Schools
Hispanic,28.76712329,Alice West Fleet Elementary Arlington County Public Schools
"Black, not of Hispanic origin",16.26712329,Alice West Fleet Elementary Arlington County Public Schools
Asian,9.931506849,Alice West Fleet Elementary Arlington County Public Schools
"Non-Hispanic, two or more races",4.965753425,Alice West Fleet Elementary Arlington County Public Schools
Hispanic,79.0960452,Arlington Community High Arlington County Public Schools
"White, not of Hispanic origin",7.344632768,Arlington Community High Arlington County Public Schools
"Black, not of Hispanic origin",6.779661017,Arlington Community High Arlington County Public Schools
Asian,6.214689266,Arlington Community High Arlington County Public Schools
American Indian or Alaska Native,0.564971751,Arlington Community High Arlington County Public Schools
"White, not of Hispanic origin",56.57894737,Arlington Science Focus School Arlington County Public Schools
Asian,15.13157895,Arlington Science Focus School Arlington County Public Schools
"Non-Hispanic, two or more races",11.18421053,Arlington Science Focus School Arlington County Public Schools
Hispanic,9.429824561,Arlington Science Focus School Arlington County Public Schools
"Black, not of Hispanic origin",7.236842105,Arlington Science Focus School Arlington County Public Schools
American Indian or Alaska Native,0.438596491,Arlington Science Focus School Arlington County Public Schools
"White, not of Hispanic origin",34.43113772,Arlington Traditional Arlington County Public Schools
Asian,24.4011976,Arlington Traditional Arlington County Public Schools
"Black, not of Hispanic origin",18.86227545,Arlington Traditional Arlington County Public Schools
Hispanic,12.4251497,Arlington Traditional Arlington County Public Schools
"Non-Hispanic, two or more races",9.580838323,Arlington Traditional Arlington County Public Schools
American Indian or Alaska Native,0.299401198,Arlington Traditional Arlington County Public Schools
"White, not of Hispanic origin",57.22222222,Ashlawn Elementary Arlington County Public Schools
Hispanic,19.62962963,Ashlawn Elementary Arlington County Public Schools
"Non-Hispanic, two or more races",11.2962963,Ashlawn Elementary Arlington County Public Schools
Asian,8.888888889,Ashlawn Elementary Arlington County Public Schools
"Black, not of Hispanic origin",2.962962963,Ashlawn Elementary Arlington County Public Schools
Hispanic,52.95454545,Barcroft Elementary Arlington County Public Schools
"White, not of Hispanic origin",25.45454545,Barcroft Elementary Arlington County Public Schools
"Black, not of Hispanic origin",11.36363636,Barcroft Elementary Arlington County Public Schools
"Non-Hispanic, two or more races",6.136363636,Barcroft Elementary Arlington County Public Schools
Asian,4.090909091,Barcroft Elementary Arlington County Public Schools
Hispanic,52.65151515,Barrett Elementary Arlington County Public Schools
"White, not of Hispanic origin",25.9469697,Barrett Elementary Arlington County Public Schools
"Black, not of Hispanic origin",10.98484848,Barrett Elementary Arlington County Public Schools
"Non-Hispanic, two or more races",5.303030303,Barrett Elementary Arlington County Public Schools
Asian,4.545454545,Barrett Elementary Arlington County Public Schools
American Indian or Alaska Native,0.568181818,Barrett Elementary Arlington County Public Schools
"White, not of Hispanic origin",32.3943662,Campbell Elementary Arlington County Public Schools
Hispanic,31.45539906,Campbell Elementary Arlington County Public Schools
"Black, not of Hispanic origin",17.13615023,Campbell Elementary Arlington County Public Schools
"Non-Hispanic, two or more races",10.3286385,Campbell Elementary Arlington County Public Schools
Asian,8.685446009,Campbell Elementary Arlington County Public Schools
"White, not of Hispanic origin",72.94832827,Cardinal Elementary Arlington County Public Schools
"Non-Hispanic, two or more races",10.63829787,Cardinal Elementary Arlington County Public Schools
Hispanic,6.686930091,Cardinal Elementary Arlington County Public Schools
Asian,5.015197568,Cardinal Elementary Arlington County Public Schools
"Black, not of Hispanic origin",4.711246201,Cardinal Elementary Arlington County Public Schools
Hispanic,69.85294118,Carlin Springs Elementary Arlington County Public Schools
Asian,11.39705882,Carlin Springs Elementary Arlington County Public Schools
"Black, not of Hispanic origin",9.191176471,Carlin Springs Elementary Arlington County Public Schools
"White, not of Hispanic origin",6.433823529,Carlin Springs Elementary Arlington County Public Schools
"Non-Hispanic, two or more races",2.941176471,Carlin Springs Elementary Arlington County Public Schools
American Indian or Alaska Native,0.183823529,Carlin Springs Elementary Arlington County Public Schools
Hispanic,55.75221239,Claremont Immersion Arlington County Public Schools
"White, not of Hispanic origin",30.08849558,Claremont Immersion Arlington County Public Schools
"Non-Hispanic, two or more races",8.259587021,Claremont Immersion Arlington County Public Schools
Asian,2.802359882,Claremont Immersion Arlington County Public Schools
"Black, not of Hispanic origin",2.802359882,Claremont Immersion Arlington County Public Schools
American Indian or Alaska Native,0.294985251,Claremont Immersion Arlington County Public Schools
"White, not of Hispanic origin",69.59064327,Discovery Elementary Arlington County Public Schools
"Non-Hispanic, two or more races",13.64522417,Discovery Elementary Arlington County Public Schools
Hispanic,9.356725146,Discovery Elementary Arlington County Public Schools
Asian,5.653021442,Discovery Elementary Arlington County Public Schools
"Black, not of Hispanic origin",1.754385965,Discovery Elementary Arlington County Public Schools
"White, not of Hispanic origin",53.72972973,Dorothy Hamm Middle Arlington County Public Schools
Asian,14.05405405,Dorothy Hamm Middle Arlington County Public Schools
Hispanic,13.40540541,Dorothy Hamm Middle Arlington County Public Schools
"Non-Hispanic, two or more races",10.05405405,Dorothy Hamm Middle Arlington County Public Schools
"Black, not of Hispanic origin",8.540540541,Dorothy Hamm Middle Arlington County Public Schools
American Indian or Alaska Native,0.216216216,Dorothy Hamm Middle Arlington County Public Schools
Hispanic,39.51434879,Dr. Charles R. Drew Elementary Arlington County Public Schools
"Black, not of Hispanic origin",31.78807947,Dr. Charles R. Drew Elementary Arlington County Public Schools
"White, not of Hispanic origin",15.89403974,Dr. Charles R. Drew Elementary Arlington County Public Schools
Asian,9.492273731,Dr. Charles R. Drew Elementary Arlington County Public Schools
"Non-Hispanic, two or more races",3.090507726,Dr. Charles R. Drew Elementary Arlington County Public Schools
American Indian or Alaska Native,0.220750552,Dr. Charles R. Drew Elementary Arlington County Public Schools
